transaction_id,sender_id,receiver_id,tx_type,amount,timestamp,is_fraud,fraud_scenario
TX_6a1e2948,I_FULIZA,U_997745,LOAN_DISBURSEMENT,1965.79,2026-03-10 21:22:00,0,Normal
TX_18e7b24e,U_cecaf9,U_5a4d42,P2P_TRANSFER,4072.8,2026-03-06 19:09:00,0,Normal
TX_6de5e4bf,I_MSHWARI,U_3a1650,LOAN_DISBURSEMENT,4609.02,2026-03-04 02:40:00,0,Normal
TX_bec3983c,U_fff8d2,U_6ce1d6,P2P_TRANSFER,3315.64,2026-03-08 07:29:00,0,Normal
TX_ab3b516a,U_09a061,A_721c42,PAYMENT,1978.31,2026-03-04 05:08:00,0,Normal
TX_49655d6a,U_4c24f8,A_e80b51,WITHDRAWAL,1638.69,2026-03-08 23:30:00,0,Normal
TX_166c27fe,U_1e089e,A_3da8e6,PAYMENT,5072.25,2026-03-08 02:48:00,0,Normal
TX_676dbaa1,U_b26ae9,A_ddf771,WITHDRAWAL,7704.23,2026-03-11 23:23:00,0,Normal
TX_9e64a4dd,I_FULIZA,U_84ab7b,LOAN_DISBURSEMENT,13636.31,2026-03-06 23:34:00,0,Normal
TX_742155e1,U_d6aaf3,U_a4a37c,P2P_TRANSFER,11266.95,2026-03-02 16:31:00,0,Normal
TX_ac7eda90,U_61ee75,U_7f3a81,P2P_TRANSFER,733.93,2026-03-11 02:20:00,0,Normal
TX_2d1c8f2f,I_FULIZA,U_c208fa,LOAN_DISBURSEMENT,9502.4,2026-03-09 09:00:00,0,Normal
TX_533555c9,U_3a6d61,A_5b7757,PAYMENT,6939.67,2026-03-02 06:37:00,0,Normal
TX_f9e6cc91,I_FULIZA,U_dbcc72,LOAN_DISBURSEMENT,1627.73,2026-03-04 14:46:00,0,Normal
TX_332efcb5,U_b0c11e,A_34d5d8,PAYMENT,3674.58,2026-03-03 09:30:00,0,Normal
TX_0b206d60,U_aaf55b,U_855c9d,P2P_TRANSFER,3211.28,2026-03-09 10:04:00,0,Normal
TX_fa19a525,U_63d24b,U_e727f0,P2P_TRANSFER,1290.19,2026-03-06 12:39:00,0,Normal
TX_50479d46,U_f3a1b2,U_b91168,P2P_TRANSFER,9111.22,2026-03-02 14:30:00,0,Normal
TX_688cc457,I_MSHWARI,U_86412e,LOAN_DISBURSEMENT,2268.66,2026-03-01 12:52:00,0,Normal
TX_857e4240,I_MSHWARI,U_921c17,LOAN_DISBURSEMENT,10126.65,2026-03-02 17:11:00,0,Normal
TX_622b0e5c,U_9a1638,A_5b7757,PAYMENT,6343.36,2026-03-12 15:53:00,0,Normal
TX_a872c576,U_1d1422,U_6edaec,P2P_TRANSFER,10512.73,2026-03-07 09:12:00,0,Normal
TX_a92a2c34,U_ab31b4,U_15c479,P2P_TRANSFER,11258.03,2026-03-06 09:57:00,0,Normal
TX_cb7ff30d,U_be2342,A_2c11c2,PAYMENT,1927.39,2026-03-03 07:53:00,0,Normal
TX_2a370682,U_9a1923,A_fa2e76,WITHDRAWAL,13078.87,2026-03-03 02:58:00,0,Normal
TX_109c087c,U_2b5e29,A_b5e1f1,WITHDRAWAL,1117.03,2026-03-08 16:54:00,0,Normal
TX_a90fbbc0,U_8d1031,A_89a803,PAYMENT,9979.29,2026-03-10 04:12:00,0,Normal
TX_34f7793b,U_651846,U_5b8667,P2P_TRANSFER,2757.81,2026-03-08 19:58:00,0,Normal
TX_8287e51b,U_8a2e09,A_d6496e,WITHDRAWAL,9251.18,2026-03-02 16:35:00,0,Normal
TX_a8e2dfc8,U_85b760,A_db83b4,PAYMENT,8834.91,2026-03-06 13:05:00,0,Normal
TX_b2b48082,U_473cb4,A_a0f44d,WITHDRAWAL,1139.24,2026-03-12 19:19:00,0,Normal
TX_9a3872d7,U_25cc44,U_e6e349,P2P_TRANSFER,2165.37,2026-03-09 15:36:00,0,Normal
TX_2b7a8b01,U_e2d21c,A_eb65de,WITHDRAWAL,5325.28,2026-03-02 06:36:00,0,Normal
TX_de0a9985,U_d4bc96,A_660fdc,PAYMENT,12991.03,2026-03-04 17:58:00,0,Normal
TX_41be6271,U_24a1d6,U_1de9b9,P2P_TRANSFER,14752.85,2026-03-09 17:19:00,0,Normal
TX_19c58302,U_0304a6,U_230aaa,P2P_TRANSFER,2003.52,2026-03-02 10:01:00,0,Normal
TX_28adf87a,I_MSHWARI,U_c25c82,LOAN_DISBURSEMENT,13145.41,2026-03-11 10:57:00,0,Normal
TX_751998e0,U_b1dc0b,A_f8311c,PAYMENT,11727.02,2026-03-11 18:55:00,0,Normal
TX_d8be8db0,U_8f07c6,U_5e1eaf,P2P_TRANSFER,7673.05,2026-03-14 02:37:00,0,Normal
TX_a13a746b,U_651846,U_516eb5,P2P_TRANSFER,8976.9,2026-03-11 01:02:00,0,Normal
TX_9aa48ca3,U_d98e3a,A_21762b,PAYMENT,12048.47,2026-03-06 09:01:00,0,Normal
TX_7d3dec08,U_ea98bb,U_1c232f,P2P_TRANSFER,14081.0,2026-03-01 04:56:00,0,Normal
TX_963dc4ed,I_MSHWARI,U_4b194d,LOAN_DISBURSEMENT,4738.57,2026-03-08 17:33:00,0,Normal
TX_bcdfd761,U_76664d,A_b94629,WITHDRAWAL,2731.95,2026-03-12 19:27:00,0,Normal
TX_d517163f,U_4cb688,A_a54226,WITHDRAWAL,3277.99,2026-03-06 23:04:00,0,Normal
TX_d6762b6b,U_ebe78b,U_32a4fb,P2P_TRANSFER,7772.39,2026-03-04 19:17:00,0,Normal
TX_b4bf1892,U_9a1923,U_ce1ea7,P2P_TRANSFER,3000.07,2026-03-05 09:01:00,0,Normal
TX_06dae46b,U_aa5134,U_95a102,P2P_TRANSFER,2857.27,2026-03-04 18:21:00,0,Normal
TX_1439ae7a,U_559fbe,A_f94cd5,PAYMENT,5086.7,2026-03-08 08:35:00,0,Normal
TX_3c1b3c07,U_fa4225,U_1cbd5f,P2P_TRANSFER,5254.74,2026-03-01 16:04:00,0,Normal
TX_e8319dfb,U_a08e17,U_7e6e73,P2P_TRANSFER,11771.91,2026-03-07 15:33:00,0,Normal
TX_6fd61353,U_949d2d,U_48c603,P2P_TRANSFER,7148.02,2026-03-10 14:06:00,0,Normal
TX_e5aa7a0c,U_be117f,A_d67e11,PAYMENT,776.41,2026-03-01 13:28:00,0,Normal
TX_e6daf3dd,U_13c7d7,U_bde933,P2P_TRANSFER,12833.98,2026-03-01 23:14:00,0,Normal
TX_bfd6a502,U_497a14,A_f5c77f,PAYMENT,13682.73,2026-03-03 12:51:00,0,Normal
TX_5f7adad6,U_54d942,U_a6517f,P2P_TRANSFER,11908.47,2026-03-10 15:40:00,0,Normal
TX_c785a0b2,U_a3d65b,U_4bf1d5,P2P_TRANSFER,8885.72,2026-03-12 14:14:00,0,Normal
TX_e7af52e3,U_1477e4,A_f8311c,PAYMENT,6950.24,2026-03-04 13:47:00,0,Normal
TX_2b5f2a57,U_a75a8c,A_9e7250,WITHDRAWAL,10116.03,2026-03-06 03:48:00,0,Normal
TX_8b7d0046,U_309b37,A_a1a093,WITHDRAWAL,5639.08,2026-03-14 18:18:00,0,Normal
TX_0d4fec00,U_14eb36,A_5cd57e,PAYMENT,2824.26,2026-03-14 08:54:00,0,Normal
TX_bc3c2e84,I_FULIZA,U_be19d2,LOAN_DISBURSEMENT,8247.13,2026-03-06 03:09:00,0,Normal
TX_f03c3c40,U_8d5239,A_98237c,WITHDRAWAL,14257.21,2026-03-07 03:04:00,0,Normal
TX_6ae287c8,U_747b74,A_cdf561,WITHDRAWAL,5831.4,2026-03-14 17:57:00,0,Normal
TX_7a6f8557,U_d6a222,U_dc536b,P2P_TRANSFER,3948.1,2026-03-04 02:46:00,0,Normal
TX_d25df687,U_cadd73,A_3c6f4e,WITHDRAWAL,6786.11,2026-03-10 21:31:00,0,Normal
TX_f3212c7b,U_e073aa,A_5cd57e,PAYMENT,8877.8,2026-03-09 05:38:00,0,Normal
TX_365f7264,U_4174f3,U_f9c955,P2P_TRANSFER,7139.3,2026-03-11 15:43:00,0,Normal
TX_7e4e61a3,U_709392,A_4f0aac,PAYMENT,6335.04,2026-03-09 05:30:00,0,Normal
TX_1557d90b,U_7aef02,A_3b5ae5,PAYMENT,13103.45,2026-03-08 18:54:00,0,Normal
TX_8d6f7962,U_9d219f,A_73f6cf,WITHDRAWAL,13233.18,2026-03-05 06:47:00,0,Normal
TX_6e7f18e0,U_329809,A_6508fe,PAYMENT,5362.45,2026-03-06 02:17:00,0,Normal
TX_8fb89649,U_beffc0,A_26986b,PAYMENT,5781.24,2026-03-10 11:16:00,0,Normal
TX_575439c5,U_73dfb4,U_df0ac3,P2P_TRANSFER,5750.77,2026-03-05 18:43:00,0,Normal
TX_020837e4,U_b70110,U_e6757c,P2P_TRANSFER,5387.12,2026-03-09 00:23:00,0,Normal
TX_4a9996b2,U_ae3db1,A_34d5d8,PAYMENT,5579.59,2026-03-05 05:05:00,0,Normal
TX_1586999c,U_148bf3,U_8d5239,P2P_TRANSFER,9303.58,2026-03-03 03:31:00,0,Normal
TX_e7c96501,I_MSHWARI,U_7c555a,LOAN_DISBURSEMENT,10838.79,2026-03-06 21:00:00,0,Normal
TX_c5cb9136,U_741118,U_01147d,P2P_TRANSFER,14981.15,2026-03-13 18:47:00,0,Normal
TX_2a937d01,I_MSHWARI,U_464d75,LOAN_DISBURSEMENT,12787.72,2026-03-14 11:46:00,0,Normal
TX_580db133,I_MSHWARI,U_b75933,LOAN_DISBURSEMENT,4777.88,2026-03-11 18:10:00,0,Normal
TX_36e5ee44,U_324879,U_2acb49,P2P_TRANSFER,6482.37,2026-03-03 00:47:00,0,Normal
TX_708aa297,U_81b9f1,U_3b21a9,P2P_TRANSFER,5070.12,2026-03-04 14:21:00,0,Normal
TX_27f956e4,U_977b79,U_9a5600,P2P_TRANSFER,10479.0,2026-03-06 18:12:00,0,Normal
TX_4eab1155,I_MSHWARI,U_f2c64a,LOAN_DISBURSEMENT,7175.5,2026-03-10 04:59:00,0,Normal
TX_ea7883e3,U_e4a8ae,A_6e863a,WITHDRAWAL,10945.5,2026-03-01 02:15:00,0,Normal
TX_ba72eb7b,U_47921a,A_ce9b62,WITHDRAWAL,6371.88,2026-03-13 07:52:00,0,Normal
TX_b1c2e518,U_072182,A_1b2053,PAYMENT,10038.64,2026-03-13 00:08:00,0,Normal
TX_247ab05b,U_72ef4d,U_52aa30,P2P_TRANSFER,6904.86,2026-03-03 10:24:00,0,Normal
TX_157766c9,U_d6e0b5,U_28f962,P2P_TRANSFER,14981.23,2026-03-03 22:33:00,0,Normal
TX_5d6878a2,U_c48631,U_f24684,P2P_TRANSFER,12877.14,2026-03-07 08:01:00,0,Normal
TX_c37d67c3,U_b8f1d0,A_c2848c,WITHDRAWAL,12411.38,2026-03-11 13:07:00,0,Normal
TX_61021f86,U_4c19ac,A_3b5ae5,PAYMENT,2416.83,2026-03-08 08:17:00,0,Normal
TX_50866991,U_5ead2e,U_27d322,P2P_TRANSFER,14799.88,2026-03-04 02:23:00,0,Normal
TX_e0917252,U_afe703,A_2ad9ea,PAYMENT,8571.57,2026-03-09 15:41:00,0,Normal
TX_0bcbcfe4,I_FULIZA,U_423004,LOAN_DISBURSEMENT,6832.51,2026-03-13 23:16:00,0,Normal
TX_ff9cd998,I_FULIZA,U_f8b84f,LOAN_DISBURSEMENT,13127.77,2026-03-10 04:45:00,0,Normal
TX_2612664b,U_71776c,A_152fed,WITHDRAWAL,4420.04,2026-03-02 23:28:00,0,Normal
TX_35f48abb,I_FULIZA,U_ced4be,LOAN_DISBURSEMENT,3636.77,2026-03-10 17:41:00,0,Normal
TX_4701eaa1,U_3e7a2a,A_a115b1,PAYMENT,8299.6,2026-03-06 13:42:00,0,Normal
TX_5d0b7f79,U_f2b7d5,U_b6002e,P2P_TRANSFER,136.45,2026-03-01 14:36:00,0,Normal
TX_3676ed3d,U_91d5eb,A_7915f1,PAYMENT,12279.27,2026-03-06 00:40:00,0,Normal
TX_79080f56,U_7f2ec4,A_b02023,PAYMENT,6279.96,2026-03-09 10:57:00,0,Normal
TX_5780e45d,U_873999,U_09a6a6,P2P_TRANSFER,5346.28,2026-03-04 03:45:00,0,Normal
TX_0e9299d8,U_e14046,A_e294ae,PAYMENT,4534.26,2026-03-03 00:23:00,0,Normal
TX_255f4585,U_91d5eb,U_6a64fe,P2P_TRANSFER,11829.76,2026-03-13 19:15:00,0,Normal
TX_1705a44f,U_a2965c,U_2f1889,P2P_TRANSFER,5647.02,2026-03-06 02:02:00,0,Normal
TX_d8b948ca,U_ad13cb,U_f12592,P2P_TRANSFER,7820.82,2026-03-11 05:20:00,0,Normal
TX_59ff3761,U_1eaa44,U_4295fb,P2P_TRANSFER,9067.91,2026-03-08 18:53:00,0,Normal
TX_87507850,U_288d32,U_32b3eb,P2P_TRANSFER,5580.04,2026-03-06 06:52:00,0,Normal
TX_97c16d3e,U_9a4486,U_d97937,P2P_TRANSFER,8154.63,2026-03-09 02:15:00,0,Normal
TX_4b70ba23,U_a7e80e,U_d068ef,P2P_TRANSFER,5747.49,2026-03-02 20:44:00,0,Normal
TX_eab9d37f,U_c5a0b7,U_db9a8b,P2P_TRANSFER,4133.88,2026-03-09 12:34:00,0,Normal
TX_456c0667,U_62ea4c,U_82e1b9,P2P_TRANSFER,8448.46,2026-03-08 15:08:00,0,Normal
TX_345dc2c9,U_4edd33,A_e38ef2,PAYMENT,4678.62,2026-03-12 09:45:00,0,Normal
TX_c6b79ace,U_a66d83,A_db83b4,PAYMENT,1305.65,2026-03-12 12:47:00,0,Normal
TX_9376cb1e,U_13a476,U_801724,P2P_TRANSFER,5707.23,2026-03-06 16:45:00,0,Normal
TX_2ef3d0de,U_f4c08f,A_cba2eb,PAYMENT,13099.38,2026-03-07 13:20:00,0,Normal
TX_8b2edac9,U_743b9c,A_4f0aac,PAYMENT,10543.11,2026-03-05 10:03:00,0,Normal
TX_a7e9a349,U_ba516c,A_db83b4,PAYMENT,140.29,2026-03-05 20:22:00,0,Normal
TX_7aa19bb0,U_0bdebf,U_15bff2,P2P_TRANSFER,2078.48,2026-03-01 03:39:00,0,Normal
TX_6fed2e34,U_8aee3d,A_2c11c2,PAYMENT,6220.01,2026-03-01 06:18:00,0,Normal
TX_a18d488a,I_MSHWARI,U_f07e5f,LOAN_DISBURSEMENT,7587.31,2026-03-10 04:13:00,0,Normal
TX_79f11ee6,U_56ccad,U_3e850d,P2P_TRANSFER,5250.55,2026-03-03 11:18:00,0,Normal
TX_7f3d25b6,U_3fb816,U_ecc308,P2P_TRANSFER,13719.91,2026-03-01 23:49:00,0,Normal
TX_d5b7a407,U_2572a2,A_592fb9,PAYMENT,12715.95,2026-03-10 15:25:00,0,Normal
TX_82d4215e,U_54f70b,U_9a5600,P2P_TRANSFER,386.29,2026-03-05 02:20:00,0,Normal
TX_00984848,U_698b0e,U_e11438,P2P_TRANSFER,4430.0,2026-03-12 06:25:00,0,Normal
TX_650c17db,U_5c06ed,A_5b2e3e,PAYMENT,7925.78,2026-03-10 19:18:00,0,Normal
TX_72c5bdbc,U_5fa256,U_ce7da0,P2P_TRANSFER,5860.87,2026-03-01 22:39:00,0,Normal
TX_8b0d28b2,U_850004,A_bca0c2,PAYMENT,9178.7,2026-03-07 13:15:00,0,Normal
TX_35901967,U_db547d,A_c2848c,WITHDRAWAL,8434.67,2026-03-02 10:53:00,0,Normal
TX_7ced73bc,I_MSHWARI,U_2238d8,LOAN_DISBURSEMENT,9398.4,2026-03-01 16:03:00,0,Normal
TX_e9551d6b,U_ac4f40,U_6d175c,P2P_TRANSFER,6888.68,2026-03-07 23:23:00,0,Normal
TX_bb3df0bf,U_f8a122,A_b8d21b,WITHDRAWAL,7393.88,2026-03-10 04:32:00,0,Normal
TX_471cf81c,U_f43bb1,A_660fdc,PAYMENT,2379.97,2026-03-10 10:09:00,0,Normal
TX_62226099,U_2f8191,U_7f4f8f,P2P_TRANSFER,10770.56,2026-03-06 23:22:00,0,Normal
TX_61223701,U_f33300,A_61f771,PAYMENT,13241.83,2026-03-12 01:05:00,0,Normal
TX_3ac07052,U_265a51,A_35c369,PAYMENT,7231.09,2026-03-09 09:30:00,0,Normal
TX_2475f6e7,U_858db6,A_577a0e,WITHDRAWAL,3221.67,2026-03-13 20:33:00,0,Normal
TX_1678fa4b,I_MSHWARI,U_fffd36,LOAN_DISBURSEMENT,8003.96,2026-03-05 22:19:00,0,Normal
TX_48f4c241,U_bcdf4b,A_e294ae,PAYMENT,6404.84,2026-03-13 21:35:00,0,Normal
TX_467628b2,U_a613e9,A_eb65de,WITHDRAWAL,12517.86,2026-03-09 18:26:00,0,Normal
TX_55232f4f,U_df0b65,A_abd9ce,PAYMENT,7991.67,2026-03-12 00:34:00,0,Normal
TX_d7fe23c1,U_a48d63,U_1e56bd,P2P_TRANSFER,2140.88,2026-03-11 15:45:00,0,Normal
TX_c23232df,U_5fa256,A_0ec46f,WITHDRAWAL,3563.01,2026-03-11 10:22:00,0,Normal
TX_c29a88a2,U_1dd5a6,A_e90e42,PAYMENT,884.01,2026-03-04 20:03:00,0,Normal
TX_2cf90ca2,U_9d85b9,A_39d982,PAYMENT,12400.24,2026-03-04 04:45:00,0,Normal
TX_01c10b93,U_ed476d,U_cf1dd8,P2P_TRANSFER,10270.46,2026-03-04 05:34:00,0,Normal
TX_7b7ff8fd,U_8e8bdd,A_c1544d,PAYMENT,12692.15,2026-03-01 18:53:00,0,Normal
TX_bb5a3765,U_6fe1d4,A_962344,WITHDRAWAL,12592.48,2026-03-09 01:17:00,0,Normal
TX_7fb5662f,U_1eff8d,A_649134,PAYMENT,4189.86,2026-03-12 05:31:00,0,Normal
TX_4da9c2ed,U_b5bb22,A_d132e0,WITHDRAWAL,9207.75,2026-03-06 20:46:00,0,Normal
TX_decb5cf6,U_f022d1,A_f25350,PAYMENT,7977.31,2026-03-03 09:24:00,0,Normal
TX_2f5b98bf,I_FULIZA,U_aacc06,LOAN_DISBURSEMENT,10604.16,2026-03-06 08:21:00,0,Normal
TX_4883641b,U_d42a35,A_871584,PAYMENT,8212.19,2026-03-12 23:39:00,0,Normal
TX_fd79bb38,U_c59fcb,U_e60d2b,P2P_TRANSFER,12589.07,2026-03-12 19:37:00,0,Normal
TX_0df5f256,U_4d9d3f,A_1b2793,PAYMENT,14940.41,2026-03-04 12:39:00,0,Normal
TX_c8ad6511,U_1e089e,U_8d5239,P2P_TRANSFER,11451.22,2026-03-06 21:30:00,0,Normal
TX_d0361c92,U_08c68d,U_10c7c7,P2P_TRANSFER,13665.31,2026-03-01 10:09:00,0,Normal
TX_3a968e03,U_95f6e3,U_04fcd9,P2P_TRANSFER,13955.55,2026-03-10 13:08:00,0,Normal
TX_f2de125b,U_70def2,A_3aee75,PAYMENT,9500.91,2026-03-04 19:30:00,0,Normal
TX_b90467c0,I_FULIZA,U_3d24a5,LOAN_DISBURSEMENT,10656.12,2026-03-03 12:15:00,0,Normal
TX_1d26ada3,U_471462,U_2c6297,P2P_TRANSFER,5906.4,2026-03-05 21:29:00,0,Normal
TX_fbc9d6a4,U_3d0044,U_70089a,P2P_TRANSFER,14737.04,2026-03-02 12:13:00,0,Normal
TX_8d389183,U_464f3b,A_aa67ca,PAYMENT,9831.16,2026-03-05 19:01:00,0,Normal
TX_37e1aa98,U_858414,A_3ffac6,PAYMENT,12809.19,2026-03-08 03:12:00,0,Normal
TX_96ba0aa0,U_651c77,U_1695e1,P2P_TRANSFER,3301.29,2026-03-12 07:22:00,0,Normal
TX_13fbb7ec,U_0f6676,A_92e681,PAYMENT,7218.57,2026-03-02 10:25:00,0,Normal
TX_5500bbef,U_ddb2b8,A_fa2e76,WITHDRAWAL,955.36,2026-03-10 05:26:00,0,Normal
TX_f66fdbb1,U_98c494,A_113f20,WITHDRAWAL,14300.64,2026-03-11 09:19:00,0,Normal
TX_97123ca7,I_FULIZA,U_337574,LOAN_DISBURSEMENT,9032.79,2026-03-09 01:01:00,0,Normal
TX_18dbac07,U_4cb9a7,A_8af3e7,PAYMENT,4926.19,2026-03-08 22:46:00,0,Normal
TX_6da13bee,U_2c6297,U_4cb9a7,P2P_TRANSFER,9671.53,2026-03-02 22:15:00,0,Normal
TX_fd6224de,U_c58e29,U_130813,P2P_TRANSFER,3463.51,2026-03-05 08:44:00,0,Normal
TX_38cbc466,U_ff29f9,A_1e9f26,PAYMENT,1968.44,2026-03-02 05:33:00,0,Normal
TX_5ec96a05,U_2ad29f,U_9608b4,P2P_TRANSFER,13599.67,2026-03-07 06:41:00,0,Normal
TX_6eec5695,U_2d1079,A_8af3e7,PAYMENT,12206.32,2026-03-04 12:00:00,0,Normal
TX_8aef356c,U_5b1ea5,U_09924e,P2P_TRANSFER,7423.87,2026-03-06 08:32:00,0,Normal
TX_3f69c65f,U_f7b8be,A_1e9f26,PAYMENT,9669.17,2026-03-13 02:16:00,0,Normal
TX_4ed05b26,U_3e47fa,A_7915f1,PAYMENT,14996.78,2026-03-14 14:44:00,0,Normal
TX_87fdce96,U_4ce174,U_10b83f,P2P_TRANSFER,14560.69,2026-03-08 04:12:00,0,Normal
TX_5a93b88c,I_MSHWARI,U_4cdd28,LOAN_DISBURSEMENT,7402.2,2026-03-13 00:57:00,0,Normal
TX_4b263065,U_837206,U_e29b62,P2P_TRANSFER,13466.86,2026-03-13 19:14:00,0,Normal
TX_75484da6,U_a164a5,A_592fb9,PAYMENT,7677.16,2026-03-10 06:07:00,0,Normal
TX_b2f18469,U_5cf270,U_870540,P2P_TRANSFER,1403.56,2026-03-04 13:08:00,0,Normal
TX_6d1f1c90,I_MSHWARI,U_079490,LOAN_DISBURSEMENT,12501.2,2026-03-06 06:02:00,0,Normal
TX_25936317,U_75d868,U_a27a6c,P2P_TRANSFER,1188.52,2026-03-07 14:37:00,0,Normal
TX_679f551c,U_dcf32a,U_a04b0e,P2P_TRANSFER,1325.76,2026-03-08 17:55:00,0,Normal
TX_11374353,U_3f212f,U_3c96c8,P2P_TRANSFER,3561.17,2026-03-01 02:25:00,0,Normal
TX_a083192a,U_44084d,A_e90e42,PAYMENT,4951.55,2026-03-01 14:11:00,0,Normal
TX_69fb54a9,U_d7bcc9,U_83b9a5,P2P_TRANSFER,4015.22,2026-03-07 14:17:00,0,Normal
TX_a8cfd48d,U_48505f,U_c208fa,P2P_TRANSFER,11868.03,2026-03-07 07:50:00,0,Normal
TX_bace06e3,I_FULIZA,U_825688,LOAN_DISBURSEMENT,7722.82,2026-03-12 09:13:00,0,Normal
TX_6328e55c,U_c58e29,U_a6c910,P2P_TRANSFER,9510.88,2026-03-13 20:59:00,0,Normal
TX_119c3364,I_MSHWARI,U_64df74,LOAN_DISBURSEMENT,12503.24,2026-03-05 12:18:00,0,Normal
TX_99c56352,U_e72120,U_332672,P2P_TRANSFER,13154.82,2026-03-08 16:52:00,0,Normal
TX_9452614f,U_b4aaf1,U_51a26f,P2P_TRANSFER,1022.38,2026-03-01 02:31:00,0,Normal
TX_c39e8149,U_9c55fd,A_d6496e,WITHDRAWAL,13680.73,2026-03-11 21:14:00,0,Normal
TX_36550647,U_c2d939,U_8e343a,P2P_TRANSFER,11181.67,2026-03-05 01:16:00,0,Normal
TX_a65687f9,U_9b8b63,A_26986b,PAYMENT,4567.48,2026-03-07 00:00:00,0,Normal
TX_a2eedee9,U_3b9009,A_a1a093,WITHDRAWAL,10026.47,2026-03-07 04:07:00,0,Normal
TX_fd847545,U_0b0009,U_928a3e,P2P_TRANSFER,5383.04,2026-03-08 09:09:00,0,Normal
TX_16be3cea,U_496d88,U_172f55,P2P_TRANSFER,4403.06,2026-03-08 17:20:00,0,Normal
TX_0879a580,U_7cd62a,A_b0aaae,WITHDRAWAL,7415.88,2026-03-01 17:11:00,0,Normal
TX_580e3efe,U_0bdebf,U_712061,P2P_TRANSFER,4381.73,2026-03-13 11:05:00,0,Normal
TX_2e69277a,U_1cc6bb,A_adce2a,WITHDRAWAL,12861.99,2026-03-08 23:49:00,0,Normal
TX_fb96410e,U_45deb7,A_88e931,WITHDRAWAL,11230.72,2026-03-14 05:15:00,0,Normal
TX_77d82bee,U_dda674,A_41bc3b,PAYMENT,12427.09,2026-03-09 01:14:00,0,Normal
TX_b7f342ff,U_ac2920,U_748f44,P2P_TRANSFER,13105.64,2026-03-03 01:43:00,0,Normal
TX_5a77852e,U_9a09fa,U_eb9a13,P2P_TRANSFER,12231.7,2026-03-14 21:16:00,0,Normal
TX_82e1f577,U_ef5662,A_f53690,WITHDRAWAL,58.04,2026-03-14 18:36:00,0,Normal
TX_89d0b3f9,U_b25799,U_c410d5,P2P_TRANSFER,5193.6,2026-03-04 17:01:00,0,Normal
TX_5abb18b4,U_389965,A_eb8d6f,WITHDRAWAL,8638.64,2026-03-02 06:33:00,0,Normal
TX_eece6fb4,I_MSHWARI,U_630aaf,LOAN_DISBURSEMENT,5029.17,2026-03-02 14:43:00,0,Normal
TX_70c49b07,U_47a516,U_8e27ed,P2P_TRANSFER,13608.75,2026-03-04 10:23:00,0,Normal
TX_816d2f9d,U_2cdfd0,U_524409,P2P_TRANSFER,11234.78,2026-03-08 17:47:00,0,Normal
TX_904d25fd,U_85ba50,U_452f1f,P2P_TRANSFER,1819.72,2026-03-06 18:21:00,0,Normal
TX_4bf27fe5,U_2e788d,A_35c369,PAYMENT,3816.46,2026-03-03 00:40:00,0,Normal
TX_c9347711,U_6ae39d,A_4ec57c,WITHDRAWAL,13998.78,2026-03-05 09:27:00,0,Normal
TX_4dac6e6c,U_24a037,A_047ff8,PAYMENT,4933.86,2026-03-05 18:39:00,0,Normal
TX_51a4bf7a,U_a35f57,A_2120ca,WITHDRAWAL,1204.53,2026-03-10 12:01:00,0,Normal
TX_fe0683d8,U_96c0f4,A_c00584,WITHDRAWAL,287.29,2026-03-09 22:17:00,0,Normal
TX_10f737d7,U_abc2b9,A_adce55,WITHDRAWAL,7189.33,2026-03-10 16:32:00,0,Normal
TX_b6219dae,U_f4194e,A_3dc018,PAYMENT,2400.94,2026-03-03 20:45:00,0,Normal
TX_b658cee4,U_a077fb,U_e6af2d,P2P_TRANSFER,11875.55,2026-03-03 05:41:00,0,Normal
TX_3a89a695,U_12f8b5,A_3dc018,PAYMENT,366.14,2026-03-12 04:05:00,0,Normal
TX_423e4c83,U_b16111,U_b1c9e0,P2P_TRANSFER,8136.69,2026-03-12 15:31:00,0,Normal
TX_9a5f5a2a,I_FULIZA,U_cfcfff,LOAN_DISBURSEMENT,11618.31,2026-03-04 21:35:00,0,Normal
TX_3ffdf182,U_e1d48e,A_c79209,PAYMENT,5734.31,2026-03-08 11:31:00,0,Normal
TX_1e30b5d6,U_68c388,U_7e04e0,P2P_TRANSFER,1966.69,2026-03-07 21:38:00,0,Normal
TX_38221fde,U_7a260e,A_592fb9,PAYMENT,11338.61,2026-03-06 18:11:00,0,Normal
TX_cf8006dd,I_MSHWARI,U_e4a8ae,LOAN_DISBURSEMENT,9122.74,2026-03-04 06:13:00,0,Normal
TX_c797ea76,U_09924e,A_5b7757,PAYMENT,321.01,2026-03-03 14:19:00,0,Normal
TX_87dfe7f4,U_a4efbc,A_39d982,PAYMENT,5516.54,2026-03-03 06:44:00,0,Normal
TX_bdfd7827,U_3f170c,A_34d5d8,PAYMENT,11096.61,2026-03-08 07:50:00,0,Normal
TX_0b5254e9,U_5bd9e6,A_72d6ac,PAYMENT,8809.7,2026-03-09 13:07:00,0,Normal
TX_47b9f968,I_MSHWARI,U_52b418,LOAN_DISBURSEMENT,9349.36,2026-03-14 15:15:00,0,Normal
TX_630cc864,U_50b351,A_3aee75,PAYMENT,363.5,2026-03-08 17:11:00,0,Normal
TX_1bca928f,I_MSHWARI,U_53a609,LOAN_DISBURSEMENT,3171.28,2026-03-04 11:05:00,0,Normal
